user_id,user_first_touch_timestamp,email
UA000000102357672,1592195514566890,null
UA000000102357678,1592195595064595,null
UA000000102357686,1592195740093116,gpeters@hotmail.com
UA000000102357687,1592195750401013,null
UA000000102357689,1592195773429709,null
UA000000102357690,1592195783752468,null
UA000000102357699,1592195891813218,null
UA000000102357713,1592196031006819,null
UA000000102357731,1592196161208447,null
UA000000102357732,1592196171568039,null
UA000000102357736,1592196188271676,null
UA000000102357738,1592196208377775,null
UA000000102357739,1592196215915206,null
UA000000102357741,1592196245004979,null
UA000000102357751,1592196367738093,null
UA000000102357766,1592196542754197,ynelson@hotmail.com
UA000000102357767,1592196556521601,null
UA000000102357776,1592196622138468,null
UA000000102357790,1592196789665634,zavalamario@yahoo.com
UA000000102357804,1592196938047177,null
UA000000102357813,1592196983479160,null
UA000000102357814,1592196996413759,null
UA000000102357819,1592197076237621,null
UA000000102357821,1592197101827629,kriley@smith-harris.biz
UA000000102357834,1592197185469855,null
UA000000102357835,1592197197638601,ljohnston@gmail.com
UA000000102357841,1592197275580686,laurenluna@gmail.com
UA000000102357844,1592197278540533,null
UA000000102357849,1592197313478129,null
UA000000102357851,1592197323314557,null
UA000000102357853,1592197344591701,null
UA000000102357862,1592197421914279,null
UA000000102357866,1592197447373614,null
UA000000102357867,1592197447429934,null
UA000000102357870,1592197475122879,rojasjorge@yahoo.com
UA000000102357886,1592197598753649,null
UA000000102357906,1592197784370393,pauljeff@griffin.com
UA000000102357911,1592197838894715,hlindsey@hotmail.com
UA000000102357931,1592197976350435,null
UA000000102357936,1592198008066280,null
UA000000102357950,1592198083868480,john05@flores-mcknight.com
UA000000102357954,1592198134093817,null
UA000000102357956,1592198144189925,null
UA000000102357970,1592198259868245,null
UA000000102357975,1592198274666546,null
UA000000102357986,1592198359588587,null
UA000000102358000,1592198459670533,null
UA000000102358011,1592198574912871,null
UA000000102358015,1592198589540564,null
UA000000102358021,1592198632974929,null
UA000000102358022,1592198636711452,null
UA000000102358031,1592198675933602,null
UA000000102358034,1592198683754756,null
UA000000102358035,1592198690999270,null
UA000000102358039,1592198719746890,null
UA000000102358044,1592198746838803,zachary35@haynes.com
UA000000102358063,1592198881353494,null
UA000000102358074,1592198929378449,null
UA000000102358087,1592198993061879,null
UA000000102358091,1592199024464383,null
UA000000102358094,1592199046585351,null
UA000000102358095,1592199051437790,null
UA000000102358102,1592199091968080,null
UA000000102358107,1592199104740575,null
UA000000102358125,1592199197715136,null
UA000000102358150,1592199334737767,null
UA000000102358169,1592199445593488,null
UA000000102358174,1592199484441037,null
UA000000102358176,1592199488439635,null
UA000000102358177,1592199496223490,null
UA000000102358181,1592199525479983,null
UA000000102358186,1592199551593344,null
UA000000102358192,1592199565786331,null
UA000000102358212,1592199690013967,null
UA000000102358214,1592199695678151,null
UA000000102358233,1592199819758826,null
UA000000102358235,1592199822296550,null
UA000000102358238,1592199832373376,null
UA000000102358239,1592199843696535,null
UA000000102358252,1592199932248184,null
UA000000102358274,1592200027469680,null
UA000000102358278,1592200052734444,null
UA000000102358289,1592200093757376,null
UA000000102358298,1592200143040127,hmurray@green-miller.com
UA000000102358314,1592200218026251,null
UA000000102358315,1592200221082020,null
UA000000102358343,1592200339134348,null
UA000000102358345,1592200345326556,null
UA000000102358353,1592200378430054,null
UA000000102358355,1592200385887087,null
UA000000102358360,1592200422481493,null
UA000000102358362,1592200423889192,null
UA000000102358369,1592200454881601,null
UA000000102358378,1592200494941929,null
UA000000102358390,1592200547119976,null
UA000000102358431,1592200726865857,null
UA000000102358435,1592200735176268,sdavis@jones-nelson.info
UA000000102358438,1592200760018933,null
UA000000102358440,1592200764795376,null
UA000000102358441,1592200766107683,michaela60@perry-francis.com
UA000000102358472,1592200905015506,null
UA000000102358488,1592200950549144,null
UA000000102358494,1592200982334841,null
UA000000102358501,1592201000226253,null
UA000000102358514,1592201061540516,taylorhill@ochoa.biz
UA000000102358515,1592201063561580,isaacblack@day.com
UA000000102358521,1592201089775847,null
UA000000102358522,1592201097052309,janicenguyen@hamilton.com
UA000000102358533,1592201142396503,null
UA000000102358537,1592201152545771,null
UA000000102358541,1592201180297665,null
UA000000102358542,1592201182192722,null
UA000000102358557,1592201246628626,null
UA000000102358558,1592201250414988,null
UA000000102358580,1592201359567464,null
UA000000102358585,1592201376885487,null
UA000000102358594,1592201412277520,null
UA000000102358596,1592201423044519,null
UA000000102358597,1592201425044913,null
UA000000102358601,1592201450991385,null
UA000000102358615,1592201526473774,null
UA000000102358616,1592201533793654,rcollins@hotmail.com
UA000000102358624,1592201562326538,null
UA000000102358633,1592201589560920,null
UA000000102358640,1592201609428384,null
UA000000102358642,1592201619461559,null
UA000000102358649,1592201643794962,null
UA000000102358664,1592201710014945,null
UA000000102358667,1592201720564031,null
UA000000102358668,1592201725118996,null
UA000000102358713,1592201847718799,null
UA000000102358723,1592201874036190,null
UA000000102358739,1592201945095556,null
UA000000102358742,1592201947145757,null
UA000000102358752,1592201989037927,null
UA000000102358768,1592202036903826,gutierrezjessica@gmail.com
UA000000102358777,1592202063437303,null
UA000000102358778,1592202065258292,josephsutton@gmail.com
UA000000102358779,1592202075923946,null
UA000000102358781,1592202077655127,null
UA000000102358783,1592202078706188,null
UA000000102358789,1592202087976111,null
UA000000102358790,1592202090132880,null
UA000000102358798,1592202119390189,null
UA000000102358806,1592202149788421,null
UA000000102358808,1592202150960383,null
UA000000102358810,1592202161356573,hjenkins1@gmail.com
UA000000102358811,1592202161360810,null
UA000000102358813,1592202166340217,null
UA000000102358823,1592202194703891,null
UA000000102358824,1592202208045077,null
UA000000102358826,1592202210271704,null
UA000000102358827,1592202213427399,null
UA000000102358843,1592202263599119,null
UA000000102358862,1592202323542043,null
UA000000102358866,1592202336905138,null
UA000000102358877,1592202388477447,braddaniels@fisher.com
UA000000102358897,1592202452335531,johnsondawn30@hotmail.com
UA000000102358904,1592202470867467,michael60@barron.com
UA000000102358913,1592202501321574,null
UA000000102358924,1592202543561573,null
UA000000102358926,1592202549747031,sarah9696@hotmail.com
UA000000102358946,1592202622040191,null
UA000000102358952,1592202632232620,null
UA000000102358958,1592202656443200,null
UA000000102358977,1592202709128325,daguirre@anderson-thompson.com
UA000000102358978,1592202713099268,null
UA000000102359005,1592202788395758,null
UA000000102359020,1592202841038095,null
UA000000102359023,1592202845939495,null
UA000000102359027,1592202868891795,null
UA000000102359041,1592202922396761,kristinfischer@hotmail.com
UA000000102359042,1592202928518433,null
UA000000102359048,1592202959520278,null
UA000000102359056,1592202997810330,qaguirre@hotmail.com
UA000000102359061,1592203012359650,null
UA000000102359114,1592203145890395,null
UA000000102359116,1592203156519139,null
UA000000102359118,1592203157766847,null
UA000000102359120,1592203166973353,null
UA000000102359123,1592203185757089,null
UA000000102359133,1592203205318548,null
UA000000102359135,1592203205513607,shaun64@hill.com
UA000000102359136,1592203206907288,mlara@hotmail.com
UA000000102359141,1592203216418975,tmckenzie@bennett.com
UA000000102359149,1592203250121571,null
UA000000102359163,1592203294196509,null
UA000000102359164,1592203297194957,null
UA000000102359169,1592203324136421,null
UA000000102359199,1592203427198862,null
UA000000102359203,1592203443161762,null
UA000000102359206,1592203447252064,null
UA000000102359208,1592203454438804,null
UA000000102359218,1592203491438263,null
UA000000102359219,1592203493155707,null
UA000000102359242,1592203559928371,null
UA000000102359253,1592203586592506,null
UA000000102359261,1592203598480242,null
UA000000102359267,1592203618456129,null
UA000000102359276,1592203632639868,null
UA000000102359278,1592203635067034,null
UA000000102359280,1592203638891346,null
UA000000102359291,1592203669483812,null
UA000000102359293,1592203675459033,null
UA000000102359294,1592203676182670,null
UA000000102359297,1592203683085937,null
UA000000102359303,1592203694442552,null
UA000000102359305,1592203696881503,null
UA000000102359308,1592203702937238,null
UA000000102359320,1592203735547013,null
UA000000102359326,1592203749737109,null
UA000000102359328,1592203752871574,null
UA000000102359340,1592203782671634,null
UA000000102359341,1592203786886348,null
UA000000102359344,1592203791866744,kimkaitlin@clark.com
UA000000102359352,1592203802953118,null
UA000000102359359,1592203823396058,null
UA000000102359361,1592203824173971,null
UA000000102359362,1592203825618661,null
UA000000102359367,1592203832338646,null
UA000000102359402,1592203917284849,null
UA000000102359415,1592203940497674,null
UA000000102359417,1592203946293536,null
UA000000102359420,1592203951412380,null
UA000000102359428,1592203964544857,null
UA000000102359431,1592203966571324,null
UA000000102359458,1592204036571812,null
UA000000102359459,1592204038431414,johnsonjennifer5@yahoo.com
UA000000102359470,1592204084068407,null
UA000000102359479,1592204123249682,null
UA000000102359494,1592204147851276,null
UA000000102359500,1592204158052960,null
UA000000102359505,1592204165280315,null
UA000000102359506,1592204169873710,null
UA000000102359534,1592204224495635,null
UA000000102359543,1592204252555993,reedrachel15@gmail.com
UA000000102359561,1592204284126705,null
UA000000102359563,1592204297015496,null
UA000000102359583,1592204354113025,null
UA000000102359584,1592204355631008,null
UA000000102359587,1592204357432713,ycook@davies.com
UA000000102359599,1592204382630498,null
UA000000102359608,1592204393983608,null
UA000000102359632,1592204452698814,null
UA000000102359642,1592204476633417,null
UA000000102359646,1592204487134810,null
UA000000102359658,1592204520761927,null
UA000000102359662,1592204528843218,robertsimmons@long.com
UA000000102359670,1592204547438524,heatheryoung@yahoo.com
UA000000102359673,1592204555337646,null
UA000000102359679,1592204569723930,katherinebarry@gmail.com
UA000000102359680,1592204571146025,null
UA000000102359697,1592204611858034,null
UA000000102359705,1592204631155971,null
UA000000102359711,1592204639832004,jessicapalmer@lam.com
UA000000102359712,1592204640707534,null
UA000000102359724,1592204666883536,null
UA000000102359739,1592204691747081,lpeck@gmail.com
UA000000102359740,1592204692111724,null
UA000000102359748,1592204715877583,null
UA000000102359749,1592204718560815,null
UA000000102359754,1592204730066427,null
UA000000102359788,1592204805914021,null
UA000000102359792,1592204814071525,null
UA000000102359802,1592204832399056,vcooke@jones-brown.com
UA000000102359806,1592204839783298,null
UA000000102359813,1592204847362358,null
UA000000102359817,1592204852192457,null
UA000000102359832,1592204888612168,null
UA000000102359853,1592204939904840,null
UA000000102359862,1592204966755572,null
UA000000102359868,1592204983226106,null
UA000000102359893,1592205035815259,null
UA000000102359898,1592205042979918,null
UA000000102359901,1592205050426180,null
UA000000102359948,1592205163504953,null
UA000000102359955,1592205178291669,null
UA000000102359969,1592205199409118,null
UA000000102359970,1592205199633728,null
UA000000102359987,1592205229081186,null
UA000000102360007,1592205271528300,null
UA000000102360031,1592205327723828,null
UA000000102360059,1592205383360452,null
UA000000102360066,1592205401778969,jennifer8546@yahoo.com
UA000000102360071,1592205415585913,null
UA000000102360077,1592205435250318,null
UA000000102360078,1592205435544916,null
UA000000102360080,1592205439035194,null
UA000000102360082,1592205442714080,null
UA000000102360084,1592205446625478,null
UA000000102360107,1592205494761613,null
UA000000102360113,1592205502896247,nwashington@yahoo.com
UA000000102360118,1592205511418132,lisa6693@gmail.com
UA000000102360126,1592205520680001,skinnerdaniel@yahoo.com
UA000000102360127,1592205520963409,williamsonryan@green-collins.info
UA000000102360134,1592205527795547,null
UA000000102360174,1592205605750774,null
UA000000102360177,1592205609407110,itodd@vargas.net
UA000000102360179,1592205616643948,null
UA000000102360193,1592205633372866,null
UA000000102360206,1592205669568061,null
UA000000102360210,1592205675195173,null
UA000000102360211,1592205678538819,null
UA000000102360230,1592205713101432,null
UA000000102360253,1592205769733019,null
UA000000102360267,1592205799756386,null
UA000000102360274,1592205814584579,null
UA000000102360278,1592205818327473,null
UA000000102360290,1592205839380879,null
UA000000102360294,1592205841618760,null
UA000000102360295,1592205844421633,null
UA000000102360300,1592205851074813,longjuan@gmail.com
UA000000102360303,1592205854766216,null
UA000000102360309,1592205870947347,john90@stein.com
UA000000102360325,1592205905771421,hollywilson@tucker.net
UA000000102360333,1592205915393199,null
UA000000102360338,1592205920541320,null
UA000000102360357,1592205965408702,null
UA000000102360362,1592205979425898,null
UA000000102360390,1592206016764709,null
UA000000102360398,1592206039051903,null
UA000000102360399,1592206044660714,null
UA000000102360403,1592206055467710,null
UA000000102360422,1592206089921598,null
UA000000102360424,1592206093709612,null
UA000000102360425,1592206097535298,null
UA000000102360443,1592206124158855,null
UA000000102360454,1592206145199521,null
UA000000102360473,1592206165939386,null
UA000000102360488,1592206184850191,lisa6198@gmail.com
UA000000102360496,1592206194261254,david1765@gmail.com
UA000000102360498,1592206194814615,null
UA000000102360507,1592206212504738,null
UA000000102360512,1592206222785436,null
UA000000102360515,1592206223892355,null
UA000000102360516,1592206226369495,null
UA000000102360541,1592206281360286,null
UA000000102360542,1592206283116253,null
UA000000102360549,1592206297887545,null
UA000000102360556,1592206307952194,null
UA000000102360568,1592206328844773,null
UA000000102360589,1592206387966697,null
UA000000102360598,1592206407242601,null
UA000000102360599,1592206409762872,null
UA000000102360606,1592206417443746,ryanstewart@gmail.com
UA000000102360610,1592206420172551,null
UA000000102360617,1592206428757041,cherylgeorge@gmail.com
UA000000102360630,1592206455378539,null
UA000000102360651,1592206490555383,smithcarla@hotmail.com
UA000000102360652,1592206491143039,null
UA000000102360659,1592206502194958,chavezjerry@hotmail.com
UA000000102360677,1592206539245702,null
UA000000102360679,1592206541113362,null
UA000000102360689,1592206554170504,alexander08@hotmail.com
UA000000102360692,1592206557898876,null
UA000000102360706,1592206583297280,null
UA000000102360713,1592206596755349,null
UA000000102360716,1592206605317054,null
UA000000102360734,1592206628552882,null
UA000000102360745,1592206647288113,null
UA000000102360752,1592206655516959,null
UA000000102360775,1592206683941465,null
UA000000102360786,1592206701582606,null
UA000000102360803,1592206721193976,acolon@yahoo.com
UA000000102360847,1592206801328062,pbrown@hotmail.com
UA000000102360857,1592206814724244,null
UA000000102360863,1592206820743774,null
UA000000102360865,1592206828379907,null
UA000000102360873,1592206838390093,null
UA000000102360887,1592206862764921,ecarney@hall-vega.org
UA000000102360889,1592206866240441,pricesarah@golden-duncan.com
UA000000102360897,1592206884796845,moorescott@hotmail.com
UA000000102360899,1592206888140405,null
UA000000102360907,1592206902945295,katie69@reynolds.biz
UA000000102360910,1592206905398817,null
UA000000102360917,1592206916409059,null
UA000000102360924,1592206927745868,null
UA000000102360938,1592206961273737,null
UA000000102360940,1592206962745375,null
UA000000102360947,1592206979849282,fhudson@hamilton-carney.info
UA000000102360959,1592206991474204,null
UA000000102360968,1592207007036512,null
UA000000102360975,1592207018678268,null
UA000000102360988,1592207036484497,millerkevin@garcia-lee.info
UA000000102360993,1592207043008805,shannoncohen@francis.net
UA000000102360996,1592207043152895,null
UA000000102361001,1592207046721418,null
UA000000102361016,1592207074898523,null
UA000000102361019,1592207077921216,null
UA000000102361022,1592207080534928,null
UA000000102361041,1592207113808495,bhanson@mendoza.com
UA000000102361043,1592207115643201,philip60@hotmail.com
UA000000102361052,1592207121879452,null
UA000000102361054,1592207125625615,null
UA000000102361067,1592207143003961,null
UA000000102361072,1592207153799112,null
UA000000102361073,1592207154626020,null
UA000000102361076,1592207157634314,null
UA000000102361078,1592207164626014,null
UA000000102361080,1592207166916524,null
UA000000102361100,1592207187786094,null
UA000000102361106,1592207199253259,null
UA000000102361121,1592207225744265,null
UA000000102361134,1592207240289307,null
UA000000102361140,1592207247631797,null
UA000000102361146,1592207261380226,null
UA000000102361148,1592207270028813,null
UA000000102361157,1592207284302520,null
UA000000102361178,1592207336517644,null
UA000000102361193,1592207356111194,null
UA000000102361195,1592207357547165,rtownsend69@hotmail.com
UA000000102361196,1592207361012311,null
UA000000102361198,1592207364700982,null
UA000000102361199,1592207365765693,null
UA000000102361217,1592207383961115,null
UA000000102361218,1592207387903533,null
UA000000102361225,1592207398244971,null
UA000000102361233,1592207413986240,null
UA000000102361234,1592207416465179,null
UA000000102361240,1592207423186864,null
UA000000102361248,1592207431509888,victoria943@hotmail.com
UA000000102361255,1592207452892301,greenvickie@morrison.com
UA000000102361267,1592207461800873,null
UA000000102361269,1592207468087778,null
UA000000102361273,1592207471227311,null
UA000000102361274,1592207471486344,blackburnlindsay@yahoo.com
UA000000102361278,1592207474543381,null
UA000000102361295,1592207500586455,null
UA000000102361302,1592207508862927,null
UA000000102361306,1592207515138241,null
UA000000102361307,1592207517464276,null
UA000000102361310,1592207521660382,null
UA000000102361315,1592207525870849,qkey@yahoo.com
UA000000102361327,1592207542277125,null
UA000000102361332,1592207552828333,null
UA000000102361342,1592207561056916,null
UA000000102361351,1592207578824075,null
UA000000102361361,1592207601580658,null
UA000000102361363,1592207605594857,null
UA000000102361373,1592207615383337,null
UA000000102361379,1592207623217032,null
UA000000102361385,1592207625701415,null
UA000000102361387,1592207628444732,bpope@perez.com
UA000000102361404,1592207642161277,null
UA000000102361412,1592207659178642,null
UA000000102361417,1592207663520090,null
UA000000102361418,1592207663758039,null
UA000000102361426,1592207668945777,null
UA000000102361434,1592207676091403,null
UA000000102361442,1592207689834826,null
UA000000102361451,1592207707610359,spencerjohnathan@morrow.com
UA000000102361463,1592207726692205,null
UA000000102361464,1592207729294691,null
UA000000102361465,1592207730324435,null
UA000000102361496,1592207780022350,null
UA000000102361501,1592207784780384,null
UA000000102361506,1592207794325141,null
UA000000102361510,1592207799324433,null
UA000000102361512,1592207799971417,null
UA000000102361522,1592207808180880,jonesbruce@coleman.com
UA000000102361525,1592207811276570,null
UA000000102361532,1592207820796962,null
UA000000102361538,1592207825846117,clinecorey@hotmail.com
UA000000102361551,1592207841289147,null
UA000000102361564,1592207866362536,null
UA000000102361573,1592207878451145,null
UA000000102361585,1592207897000297,null
UA000000102361588,1592207898840447,null
UA000000102361602,1592207915877706,null
UA000000102361620,1592207936170490,null
UA000000102361649,1592207966305121,null
UA000000102361650,1592207967008555,null
UA000000102361653,1592207971581585,null
UA000000102361658,1592207977132835,ifisher@bennett.com
UA000000102361678,1592207996985432,null
UA000000102361684,1592208005654420,null
UA000000102361686,1592208009064889,null
UA000000102361691,1592208011802766,null
UA000000102361699,1592208024497238,null
UA000000102361711,1592208037991564,null
UA000000102361723,1592208066364099,null
UA000000102361728,1592208074573008,null
UA000000102361735,1592208078978398,null
UA000000102361750,1592208101231361,null
UA000000102361752,1592208102618655,null
UA000000102361760,1592208108634846,null
UA000000102361764,1592208116828690,null
UA000000102361793,1592208158549272,null
UA000000102361797,1592208162680901,null
UA000000102361806,1592208171442291,null
UA000000102361808,1592208174099754,null
UA000000102361810,1592208175206235,null
UA000000102361813,1592208183759602,null
UA000000102361822,1592208196624209,gardnerann@hotmail.com
UA000000102361824,1592208197798539,null
UA000000102361828,1592208201681079,null
UA000000102361833,1592208209881100,null
UA000000102361834,1592208213277079,null
UA000000102361836,1592208216454189,null
UA000000102361841,1592208225827375,null
UA000000102361857,1592208243102067,null
UA000000102361865,1592208249707320,null
UA000000102361870,1592208252420882,null
UA000000102361892,1592208286761130,lisa47@wilson-nichols.org
UA000000102361894,1592208288591776,null
UA000000102361925,1592208338708624,null
UA000000102361931,1592208345389932,null
UA000000102361944,1592208368269932,null
UA000000102361949,1592208370951318,null
UA000000102361957,1592208382600194,null
UA000000102361974,1592208404086715,null
UA000000102361975,1592208405268568,null
UA000000102362011,1592208456419484,null
UA000000102362024,1592208471650329,null
UA000000102362044,1592208494767775,coopersheila@adams.com
UA000000102362065,1592208531014661,null
UA000000102362075,1592208543427025,null
UA000000102362091,1592208566803517,null
UA000000102362092,1592208568343085,null
UA000000102362116,1592208587344930,null
UA000000102362137,1592208605150118,null
UA000000102362142,1592208609635647,null
UA000000102362151,1592208627258826,null
UA000000102362170,1592208653074512,cbaker@green-santos.org
UA000000102362177,1592208661469620,sarah87@weaver-potts.com
UA000000102362180,1592208664617396,null
UA000000102362182,1592208665676390,null
UA000000102362191,1592208674861446,null
UA000000102362192,1592208675419916,null
UA000000102362213,1592208716698075,null
UA000000102362224,1592208724816791,null
UA000000102362227,1592208727863552,null
UA000000102362242,1592208742572074,null
UA000000102362254,1592208759879867,null
UA000000102362258,1592208763106783,null
UA000000102362260,1592208765101000,null
UA000000102362265,1592208771919711,null
UA000000102362270,1592208776511858,null
UA000000102362271,1592208777232566,null
UA000000102362277,1592208781634144,ryanstrickland@garcia.com
UA000000102362292,1592208798841671,null
UA000000102362305,1592208816475839,null
UA000000102362311,1592208824585474,null
UA000000102362313,1592208828245466,null
UA000000102362320,1592208839697733,laurenreynolds@yahoo.com
UA000000102362332,1592208853176864,null
UA000000102362351,1592208870711838,null
UA000000102362361,1592208881796128,null
UA000000102362373,1592208898578968,null
UA000000102362391,1592208917587179,moorejason77@hotmail.com
UA000000102362394,1592208921028513,null
UA000000102362397,1592208922527861,null
UA000000102362403,1592208931523782,null
UA000000102362404,1592208931987367,marieperez@yahoo.com
UA000000102362414,1592208943108922,null
UA000000102362436,1592208969253568,jamesbenjamin@kim.info
UA000000102362443,1592208975786006,null
UA000000102362460,1592209002172789,null
UA000000102362470,1592209014181671,null
UA000000102362476,1592209022255388,gsimmons@banks.com
UA000000102362479,1592209025416749,nwilliams92@yahoo.com
UA000000102362487,1592209036126042,null
UA000000102362490,1592209038511696,null
UA000000102362498,1592209049495080,null
UA000000102362522,1592209091986378,null
UA000000102362539,1592209110569807,msims67@hotmail.com
UA000000102362545,1592209117294772,null
UA000000102362548,1592209122371744,null
UA000000102362558,1592209128534848,taylorvincent@gmail.com
UA000000102362560,1592209134850316,null
UA000000102362565,1592209142769700,null
UA000000102362570,1592209148816973,null
UA000000102362576,1592209158354136,null
UA000000102362578,1592209161888027,null
UA000000102362594,1592209188231092,david7523@yahoo.com
UA000000102362597,1592209191981863,null
UA000000102362603,1592209198886758,null
UA000000102362605,1592209202442575,null
UA000000102362611,1592209205722546,null
UA000000102362613,1592209213907193,null
UA000000102362627,1592209228700742,null
UA000000102362630,1592209231747536,null
UA000000102362633,1592209235191106,null
UA000000102362634,1592209235684366,null
UA000000102362642,1592209248473155,null
UA000000102362652,1592209260809309,null
UA000000102362659,1592209265822563,null
UA000000102362661,1592209267122724,null
UA000000102362662,1592209268052113,null
UA000000102362664,1592209270900631,null
UA000000102362667,1592209275165557,lindaclarke@becker-johnson.info
UA000000102362672,1592209279758759,barry98@gmail.com
UA000000102362674,1592209283347715,littlejason@diaz.com
UA000000102362683,1592209292586509,null
UA000000102362686,1592209295267911,null
UA000000102362703,1592209319173427,brodriguez@orozco-wu.com
UA000000102362714,1592209335277051,null
UA000000102362726,1592209344881441,null
UA000000102362730,1592209345943927,null
UA000000102362738,1592209349652245,ishepherd@hotmail.com
UA000000102362739,1592209349840480,null
UA000000102362740,1592209350977249,null
UA000000102362745,1592209355589196,null
UA000000102362754,1592209362504721,null
UA000000102362782,1592209391030284,null
UA000000102362784,1592209392981531,null
UA000000102362791,1592209398864697,null
UA000000102362797,1592209408137456,null
UA000000102362820,1592209427589990,null
UA000000102362821,1592209429849110,null
UA000000102362823,1592209433211009,null
UA000000102362824,1592209433391779,null
UA000000102362831,1592209440916810,null
UA000000102362838,1592209450164858,pschneider16@yahoo.com
UA000000102362840,1592209454935176,null
UA000000102362841,1592209455676141,null
UA000000102362842,1592209455698444,null
UA000000102362868,1592209481431309,ncampbell@mccarty.com
UA000000102362877,1592209489578077,null
UA000000102362878,1592209491016222,null
UA000000102362885,1592209494958569,null
UA000000102362895,1592209505035925,null
UA000000102362912,1592209528355142,colleenmaynard@gmail.com
UA000000102362919,1592209541344665,null
UA000000102362924,1592209546624918,null
UA000000102362931,1592209557655322,null
UA000000102362940,1592209566006305,null
UA000000102362951,1592209574405049,rebecca52@buchanan-knox.net
UA000000102362958,1592209580597187,null
UA000000102362986,1592209610889344,null
UA000000102363000,1592209623721406,umontgomery@gmail.com
UA000000102363005,1592209627464868,null
UA000000102363022,1592209656670996,null
UA000000102363029,1592209660953113,michaelmccall@gmail.com
UA000000102363034,1592209666289886,qholmes@trevino-kramer.info
UA000000102363037,1592209667663010,null
UA000000102363041,1592209668334565,null
UA000000102363047,1592209669882564,kjones@hopkins-bates.com
UA000000102363048,1592209670222889,null
UA000000102363053,1592209677338717,catherinemoreno@yahoo.com
UA000000102363080,1592209711678597,null
UA000000102363083,1592209714785331,null
UA000000102363090,1592209722652723,null
UA000000102363091,1592209724434450,null
UA000000102363093,1592209727353100,null
UA000000102363099,1592209729430243,null
UA000000102363106,1592209734168049,null
UA000000102363113,1592209739176087,null
UA000000102363117,1592209740119570,null
UA000000102363120,1592209740803165,null
UA000000102363133,1592209754895198,null
UA000000102363134,1592209755324213,sabrina27@clark-mcpherson.info
UA000000102363158,1592209776933969,null
UA000000102363164,1592209780521306,jsoto@lucas.org
UA000000102363166,1592209781347601,null
UA000000102363174,1592209789445443,null
UA000000102363176,1592209790923136,null
UA000000102363182,1592209799694942,null
UA000000102363221,1592209831741050,null
UA000000102363231,1592209843264476,null
UA000000102363272,1592209884072789,bacosta@lewis.com
UA000000102363280,1592209897211761,null
UA000000102363288,1592209907673155,null
UA000000102363291,1592209909487272,null
UA000000102363299,1592209921514742,null
UA000000102363317,1592209940029505,null
UA000000102363320,1592209948380218,thomas44@yahoo.com
UA000000102363335,1592209965190392,null
UA000000102363349,1592209978826049,null
UA000000102363352,1592209980819016,clarkjohn@jones.org
UA000000102363364,1592209993516413,ephillips39@yahoo.com
UA000000102363366,1592209995569905,null
UA000000102363368,1592209996119340,null
UA000000102363371,1592209999729714,megan33@martinez.com
UA000000102363399,1592210031291517,null
UA000000102363403,1592210034505151,jefferyclark@yahoo.com
UA000000102363411,1592210041005191,ryanwright47@gmail.com
UA000000102363431,1592210060702527,null
UA000000102363433,1592210061378794,null
UA000000102363434,1592210061661016,null
UA000000102363436,1592210063495313,null
UA000000102363439,1592210064906779,null
UA000000102363447,1592210071466842,null
UA000000102363449,1592210073389135,null
UA000000102363453,1592210076991885,null
UA000000102363455,1592210078002497,null
UA000000102363461,1592210084845025,null
UA000000102363464,1592210087847136,pallen6@yahoo.com
UA000000102363466,1592210089363143,null
